id,DCI,ATC,initiale_ATC,niveau_2,Name_Length,niveau_3,niveau_4,initiale_DCI,Longueur_ATC
392,Erlotinib,L01XE03,L,L01,9,L01X,L01XE,E,7
393,Cyclophosphamide,L01AA01,L,L01,16,L01A,L01AA,C,7
394,Mephenytoin,N03AB04,N,N03,11,N03A,N03AB,M,7
395,Rofecoxib,M01AH02,M,M01,9,M01A,M01AH,R,7
396,Cefdinir,J01DD15,J,J01,8,J01D,J01DD,C,7
397,Ciprofloxacin,J01RA11,J,J01,13,J01R,J01RA,C,7
398,Gadoversetamide,V08CA06,V,V08,15,V08C,V08CA,G,7
399,Toremifene,L02BA02,L,L02,10,L02B,L02BA,T,7
400,Nortriptyline,N06AA10,N,N06,13,N06A,N06AA,N,7
401,Vincristine,L01CA02,L,L01,11,L01C,L01CA,V,7
402,Benazepril,C09BA07,C,C09,10,C09B,C09BA,B,7
403,Amoxapine,N06AA17,N,N06,9,N06A,N06AA,A,7
404,Fluorouracil,L01BC52,L,L01,12,L01B,L01BC,F,7
405,Pyridostigmine,N07AA02,N,N07,14,N07A,N07AA,P,7
406,Adinazolam,N05BA07,N,N05,10,N05B,N05BA,A,7
407,Desoximetasone,D07AC03,D,D07,14,D07A,D07AC,D,7
408,Azelaic acid,D10AX03,D,D10,12,D10A,D10AX,A,7
409,Zafirlukast,R03DC01,R,R03,11,R03D,R03DC,Z,7
410,Propylthiouracil,H03BA02,H,H03,16,H03B,H03BA,P,7
411,Acetohydroxamic acid,G04BX03,G,G04,20,G04B,G04BX,A,7
412,Pentostatin,L01XX08,L,L01,11,L01X,L01XX,P,7
413,Methoxsalen,D05BA02,D,D05,11,D05B,D05BA,M,7
414,Piroxicam,M01AC01,M,M01,9,M01A,M01AC,P,7
415,Lamotrigine,N03AX09,N,N03,11,N03A,N03AX,L,7
416,Hydroxyzine,N05BB01,N,N05,11,N05B,N05BB,H,7
417,Zanamivir,J05AH01,J,J05,9,J05A,J05AH,Z,7
418,Bosentan,G01AE10,G,G01,8,G01A,G01AE,B,7
419,Tigecycline,J01AA20,J,J01,11,J01A,J01AA,T,7
420,Doxapram,R07AB01,R,R07,8,R07A,R07AB,D,7
421,Benzthiazide,G01AE10,G,G01,12,G01A,G01AE,B,7
422,Methotrexate,L04AX03,L,L04,12,L04A,L04AX,M,7
423,Carbamazepine,N03AF01,N,N03,13,N03A,N03AF,C,7
424,Cisatracurium,M03AC11,M,M03,13,M03A,M03AC,C,7
425,Cephalexin,J01DB01,J,J01,10,J01D,J01DB,C,7
426,Cinnarizine,N07CA52,N,N07,11,N07C,N07CA,C,7
427,Fondaparinux,B01AX05,B,B01,12,B01A,B01AX,F,7
428,Vinblastine,L01CA01,L,L01,11,L01C,L01CA,V,7
429,Propranolol,C07FX01,C,C07,11,C07F,C07FX,P,7
430,Atropine,S01FA01,S,S01,8,S01F,S01FA,A,7
431,Fenoprofen,M01AE04,M,M01,10,M01A,M01AE,F,7
432,Fenfluramine,A08AA02,A,A08,12,A08A,A08AA,F,7
433,Clonidine,S01EA04,S,S01,9,S01E,S01EA,C,7
434,Sulfamethizole,J01EB02,J,J01,14,J01E,J01EB,S,7
435,Valaciclovir,J05AB11,J,J05,12,J05A,J05AB,V,7
436,Carbenicillin,J01CR50,J,J01,13,J01C,J01CR,C,7
437,Mazindol,A08AA05,A,A08,8,A08A,A08AA,M,7
438,Valdecoxib,M01AH03,M,M01,10,M01A,M01AH,V,7
439,Lactulose,A06AD61,A,A06,9,A06A,A06AD,L,7
440,Voriconazole,J02AC03,J,J02,12,J02A,J02AC,V,7
441,Levocarnitine,A16AA01,A,A16,13,A16A,A16AA,L,7
442,Enalapril,C09BA02,C,C09,9,C09B,C09BA,E,7
443,Nizatidine,A02BA04,A,A02,10,A02B,A02BA,N,7
444,Diclofenac,S01CC01,S,S01,10,S01C,S01CC,D,7
445,Lisuride,G02CB02,G,G02,8,G02C,G02CB,L,7
446,Doxazosin,C02CA04,C,C02,9,C02C,C02CA,D,7
447,Fluocinolone acetonide,S01CA10,S,S01,22,S01C,S01CA,F,7
448,Piperazine,P02CB01,P,P02,10,P02C,P02CB,P,7
449,Ethosuximide,N03AD01,N,N03,12,N03A,N03AD,E,7
450,Amiloride,C03DB01,C,C03,9,C03D,C03DB,A,7
451,Oxytetracycline,J01AA06,J,J01,15,J01A,J01AA,O,7
452,Ulobetasol,D07AC21,D,D07,10,D07A,D07AC,U,7
453,Gadoteridol,V08CA04,V,V08,11,V08C,V08CA,G,7
454,Labetalol,C07BG01,C,C07,9,C07B,C07BG,L,7
455,Thiopental,N01AF03,N,N01,10,N01A,N01AF,T,7
456,Monobenzone,D11AX13,D,D11,11,D11A,D11AX,M,7
457,Linezolid,J01XX08,J,J01,9,J01X,J01XX,L,7
458,Ivermectin,P02CF01,P,P02,10,P02C,P02CF,I,7
459,Medroxyprogesterone acetate,G03DA02,G,G03,27,G03D,G03DA,M,7
460,Cisapride,A03FA02,A,A03,9,A03F,A03FA,C,7
461,Sulindac,M01AB02,M,M01,8,M01A,M01AB,S,7
462,Cyclothiazide,G01AE10,G,G01,13,G01A,G01AE,C,7
463,Nafcillin,J01CR50,J,J01,9,J01C,J01CR,N,7
464,Chloroquine,P01BA01,P,P01,11,P01B,P01BA,C,7
465,Ethionamide,J04AD03,J,J04,11,J04A,J04AD,E,7
466,Metaraminol,C01CA09,C,C01,11,C01C,C01CA,M,7
467,Butorphanol,N02AF01,N,N02,11,N02A,N02AF,B,7
468,Bisoprolol,C07FX04,C,C07,10,C07F,C07FX,B,7
469,Amodiaquine,P01BF03,P,P01,11,P01B,P01BF,A,7
470,Furazolidone,G01AX06,G,G01,12,G01A,G01AX,F,7
471,Rifabutin,J04AB04,J,J04,9,J04A,J04AB,R,7
472,Paramethadione,N03AC01,N,N03,14,N03A,N03AC,P,7
473,Demeclocycline,J01AA01,J,J01,14,J01A,J01AA,D,7
474,Imatinib,L01XE01,L,L01,8,L01X,L01XE,I,7
475,Triamcinolone,D07AB09,D,D07,13,D07A,D07AB,T,7
476,Oxandrolone,A14AA08,A,A14,11,A14A,A14AA,O,7
477,Nicardipine,C08CA04,C,C08,11,C08C,C08CA,N,7
478,Fluphenazine,N05AB02,N,N05,12,N05A,N05AB,F,7
479,Testosterone,G03BA03,G,G03,12,G03B,G03BA,T,7
480,Efavirenz,J05AR06,J,J05,9,J05A,J05AR,E,7
481,Bacitracin,J01XX10,J,J01,10,J01X,J01XX,B,7
482,Niacin,C10AD02,C,C10,6,C10A,C10AD,N,7
483,Alendronic acid,M05BB03,M,M05,15,M05B,M05BB,A,7
484,Clofarabine,L01BB06,L,L01,11,L01B,L01BB,C,7
485,Docosanol,D06BB11,D,D06,9,D06B,D06BB,D,7
486,Dexmedetomidine,N05CM18,N,N05,15,N05C,N05CM,D,7
487,Sulfacetamide,D10AF06,D,D10,13,D10A,D10AF,S,7
488,Prednisone,A07EA03,A,A07,10,A07E,A07EA,P,7
489,Clofibrate,C10AB01,C,C10,10,C10A,C10AB,C,7
490,Astemizole,R06AX11,R,R06,10,R06A,R06AX,A,7
491,Inulin,V04CH01,V,V04,6,V04C,V04CH,I,7
492,Butoconazole,G01AF20,G,G01,12,G01A,G01AF,B,7
493,Adenosine,C01EB10,C,C01,9,C01E,C01EB,A,7
494,Simvastatin,A10BH51,A,A10,11,A10B,A10BH,S,7
495,Pemetrexed,L01BA04,L,L01,10,L01B,L01BA,P,7
496,Mebendazole,P02CA51,P,P02,11,P02C,P02CA,M,7
497,Gonadorelin,V04CM01,V,V04,11,V04C,V04CM,G,7
498,Dyclonine,N01BX02,N,N01,9,N01B,N01BX,D,7
499,Nystatin,D01AA01,D,D01,8,D01A,D01AA,N,7
500,Dextropropoxyphene,N02AC04,N,N02,18,N02A,N02AC,D,7
501,Mitotane,L01XX23,L,L01,8,L01X,L01XX,M,7
502,Stavudine,J05AF04,J,J05,9,J05A,J05AF,S,7
503,Leucovorin,V03AF06,V,V03,10,V03A,V03AF,L,7
504,Dyphylline,R03DA20,R,R03,10,R03D,R03DA,D,7
505,Pentazocine,N02AD01,N,N02,11,N02A,N02AD,P,7
506,Magnesium sulfate,A06AD04,A,A06,17,A06A,A06AD,M,7
507,Latanoprost,S01EE01,S,S01,11,S01E,S01EE,L,7
508,Estrone,G03CC04,G,G03,7,G03C,G03CC,E,7
509,Trazodone,N06AX05,N,N06,9,N06A,N06AX,T,7
510,Mecamylamine,C02BB01,C,C02,12,C02B,C02BB,M,7
511,Sevelamer,V03AE02,V,V03,9,V03A,V03AE,S,7
512,Acamprosate,N07BB03,N,N07,11,N07B,N07BB,A,7
513,Verapamil,C09BB10,C,C09,9,C09B,C09BB,V,7
514,Trimethobenzamide,R06AA10,R,R06,17,R06A,R06AA,T,7
515,Flumethasone,D07AB03,D,D07,12,D07A,D07AB,F,7
516,Sulfametopyrazine,G01AE10,G,G01,17,G01A,G01AE,S,7
517,Nilutamide,L02BB02,L,L02,10,L02B,L02BB,N,7
518,Nafarelin,H01CA02,H,H01,9,H01C,H01CA,N,7
519,Epinephrine,A01AD01,A,A01,11,A01A,A01AD,E,7
520,Sumatriptan,N02CC01,N,N02,11,N02C,N02CC,S,7
521,Pirenzepine,A02BX03,A,A02,11,A02B,A02BX,P,7
522,Cefixime,J01DD08,J,J01,8,J01D,J01DD,C,7
523,Chlorpropamide,A10BB02,A,A10,14,A10B,A10BB,C,7
524,Aprepitant,A04AD12,A,A04,10,A04A,A04AD,A,7
525,Galantamine,N06DA04,N,N06,11,N06D,N06DA,G,7
526,Tamoxifen,L02BA01,L,L02,9,L02B,L02BA,T,7
527,Benzyl benzoate,P03AX01,P,P03,15,P03A,P03AX,B,7
528,Losartan,C09CA01,C,C09,8,C09C,C09CA,L,7
529,Thioridazine,N05AC02,N,N05,12,N05A,N05AC,T,7
530,Moricizine,C01BG01,C,C01,10,C01B,C01BG,M,7
531,Amphotericin B,G01AA03,G,G01,14,G01A,G01AA,A,7
532,Warfarin,B01AA03,B,B01,8,B01A,B01AA,W,7
533,Midazolam,N05CD08,N,N05,9,N05C,N05CD,M,7
534,Tobramycin,S01AA12,S,S01,10,S01A,S01AA,T,7
535,Trovafloxacin,J01MA13,J,J01,13,J01M,J01MA,T,7
536,Pentosan polysulfate,C05BA04,C,C05,20,C05B,C05BA,P,7
537,Fludrocortisone,S02CA07,S,S02,15,S02C,S02CA,F,7
538,Flurazepam,N05CD01,N,N05,10,N05C,N05CD,F,7
539,Moexipril,C09AA13,C,C09,9,C09A,C09AA,M,7
540,Phentolamine,V03AB36,V,V03,12,V03A,V03AB,P,7
541,Fluorescein,S01JA01,S,S01,11,S01J,S01JA,F,7
542,Daunorubicin,L01DB02,L,L01,12,L01D,L01DB,D,7
543,Furosemide,C03EB01,C,C03,10,C03E,C03EB,F,7
544,Ergotamine,N02CA02,N,N02,10,N02C,N02CA,E,7
545,Tizanidine,M03BX02,M,M03,10,M03B,M03BX,T,7
546,Nitrofurantoin,J01XE01,J,J01,14,J01X,J01XE,N,7
547,Nicergoline,C04AE02,C,C04,11,C04A,C04AE,N,7
548,Eplerenone,C03DA04,C,C03,10,C03D,C03DA,E,7
549,Amprenavir,J05AE05,J,J05,10,J05A,J05AE,A,7
550,Methazolamide,S01EC05,S,S01,13,S01E,S01EC,M,7
551,Naltrexone,N02AA56,N,N02,10,N02A,N02AA,N,7
552,Delavirdine,J05AG02,J,J05,11,J05A,J05AG,D,7
553,Tamsulosin,G04CA52,G,G04,10,G04C,G04CA,T,7
554,Sufentanil,N01AH03,N,N01,10,N01A,N01AH,S,7
555,Lamivudine,J05AR02,J,J05,10,J05A,J05AR,L,7
556,Ibandronate,M05BA06,M,M05,11,M05B,M05BA,I,7
557,Diethylcarbamazine,P02CB02,P,P02,18,P02C,P02CB,D,7
558,Flurbiprofen,M02AA19,M,M02,12,M02A,M02AA,F,7
559,Oxacillin,J01CR50,J,J01,9,J01C,J01CR,O,7
560,Apomorphine,G04BE07,G,G04,11,G04B,G04BE,A,7
561,Paroxetine,N06AB05,N,N06,10,N06A,N06AB,P,7
562,Nedocromil,R03BC03,R,R03,10,R03B,R03BC,N,7
563,Norethisterone,G03AA05,G,G03,14,G03A,G03AA,N,7
564,Adefovir dipivoxil,J05AF08,J,J05,18,J05A,J05AF,A,7
565,Azatadine,R06AX09,R,R06,9,R06A,R06AX,A,7
566,Clodronic acid,M05BA02,M,M05,14,M05B,M05BA,C,7
567,Procaine,N01BA52,N,N01,8,N01B,N01BA,P,7
568,Lisinopril,C09BA03,C,C09,10,C09B,C09BA,L,7
569,Methoxamine,C01CA10,C,C01,11,C01C,C01CA,M,7
570,Imiquimod,D06BB10,D,D06,9,D06B,D06BB,I,7
571,Homatropine methylbromide,A03CB04,A,A03,25,A03C,A03CB,H,7
572,Trimipramine,N06AA06,N,N06,12,N06A,N06AA,T,7
573,Nitroglycerin,C01DA02,C,C01,13,C01D,C01DA,N,7
574,Rocuronium,M03AC09,M,M03,10,M03A,M03AC,R,7
575,Thiabendazole,D01AC06,D,D01,13,D01A,D01AC,T,7
576,Nateglinide,A10BX03,A,A10,11,A10B,A10BX,N,7
577,Pralidoxime,V03AB04,V,V03,11,V03A,V03AB,P,7
578,Risperidone,N05AX08,N,N05,11,N05A,N05AX,R,7
579,Naftifine,D01AE22,D,D01,9,D01A,D01AE,N,7
580,Esomeprazole,A02BD06,A,A02,12,A02B,A02BD,E,7
581,Meclizine,R06AE55,R,R06,9,R06A,R06AE,M,7
582,Pentamidine,P01CX01,P,P01,11,P01C,P01CX,P,7
583,Hetacillin,J01CA18,J,J01,10,J01C,J01CA,H,7
584,Riluzole,N07XX02,N,N07,8,N07X,N07XX,R,7
585,Hydrocortisone,S01CB03,S,S01,14,S01C,S01CB,H,7
586,Mannitol,B05CX04,B,B05,8,B05C,B05CX,M,7
587,Gadobenic acid,V08CA08,V,V08,14,V08C,V08CA,G,7
588,Modafinil,N06BA07,N,N06,9,N06B,N06BA,M,7
589,Deferoxamine,V03AC01,V,V03,12,V03A,V03AC,D,7
590,Scopolamine,N05CM05,N,N05,11,N05C,N05CM,S,7
591,Carbinoxamine,R06AA08,R,R06,13,R06A,R06AA,C,7
592,Etodolac,M01AB08,M,M01,8,M01A,M01AB,E,7
593,Prilocaine,N01BB54,N,N01,10,N01B,N01BB,P,7
594,Epinastine,S01GX10,S,S01,10,S01G,S01GX,E,7
595,Tranylcypromine,N06AF04,N,N06,15,N06A,N06AF,T,7
596,Isoflurane,N01AB06,N,N01,10,N01A,N01AB,I,7
597,Ethotoin,N03AB01,N,N03,8,N03A,N03AB,E,7
598,Tretinoin,D10AD51,D,D10,9,D10A,D10AD,T,7
599,Hexachlorophene,D08AE01,D,D08,15,D08A,D08AE,H,7
600,Dolasetron,A04AA04,A,A04,10,A04A,A04AA,D,7
601,Clopidogrel,B01AC04,B,B01,11,B01A,B01AC,C,7
602,Tetracycline,S02AA08,S,S02,12,S02A,S02AA,T,7
603,Meropenem,J01DH02,J,J01,9,J01D,J01DH,M,7
604,Potassium chloride,A12BA51,A,A12,18,A12B,A12BA,P,7
605,Irinotecan,L01XX19,L,L01,10,L01X,L01XX,I,7
606,Methimazole,H03BB52,H,H03,11,H03B,H03BB,M,7
607,Mometasone,D07AC13,D,D07,10,D07A,D07AC,M,7
608,Metyrosine,C02KB01,C,C02,10,C02K,C02KB,M,7
609,Olopatadine,S01GX09,S,S01,11,S01G,S01GX,O,7
610,Alprostadil,C01EA01,C,C01,11,C01E,C01EA,A,7
611,Clidinium,A03CA02,A,A03,9,A03C,A03CA,C,7
612,Malathion,P03AX03,P,P03,9,P03A,P03AX,M,7
613,Etoposide,L01CB01,L,L01,9,L01C,L01CB,E,7
614,Hydroflumethiazide,C03AA02,C,C03,18,C03A,C03AA,H,7
615,Tirofiban,B01AC17,B,B01,9,B01A,B01AC,T,7
616,Oxcarbazepine,N03AF02,N,N03,13,N03A,N03AF,O,7
617,Propiomazine,N05CM06,N,N05,12,N05C,N05CM,P,7
618,Roxithromycin,J01FA06,J,J01,13,J01F,J01FA,R,7
619,Nalidixic acid,J01MB02,J,J01,14,J01M,J01MB,N,7
620,Phenelzine,N06AF03,N,N06,10,N06A,N06AF,P,7
621,Propantheline,A03AB05,A,A03,13,A03A,A03AB,P,7
622,Estradiol,G03FA16,G,G03,9,G03F,G03FA,E,7
623,Mefenamic acid,M01AG01,M,M01,14,M01A,M01AG,M,7
624,Acyclovir,J05AB01,J,J05,9,J05A,J05AB,A,7
625,Naproxen,G02CC02,G,G02,8,G02C,G02CC,N,7
626,Gadopentetic acid,V08CA01,V,V08,17,V08C,V08CA,G,7
627,Perindopril,C09BX01,C,C09,11,C09B,C09BX,P,7
628,Uracil mustard,L01AD08,L,L01,14,L01A,L01AD,U,7
629,Tripelennamine,R06AC04,R,R06,14,R06A,R06AC,T,7
630,Haloprogin,D01AE11,D,D01,10,D01A,D01AE,H,7
631,Primidone,N05CB01,N,N05,9,N05C,N05CB,P,7
632,Sulfasalazine,A07EC01,A,A07,13,A07E,A07EC,S,7
633,Tolazoline,M02AX02,M,M02,10,M02A,M02AX,T,7
634,Gentamicin,S01AA11,S,S01,10,S01A,S01AA,G,7
635,Tazarotene,D05AX05,D,D05,10,D05A,D05AX,T,7
636,Fenoldopam,C01CA19,C,C01,10,C01C,C01CA,F,7
637,Halazepam,N05BA13,N,N05,9,N05B,N05BA,H,7
638,Alfentanil,N01AH02,N,N01,10,N01A,N01AH,A,7
639,Colistin,J01XB01,J,J01,8,J01X,J01XB,C,7
640,Dicyclomine,A03AA07,A,A03,11,A03A,A03AA,D,7
641,Minaprine,N06AX07,N,N06,9,N06A,N06AX,M,7
642,Pentoxifylline,C04AD03,C,C04,14,C04A,C04AD,P,7
643,Proparacaine,S01HA04,S,S01,12,S01H,S01HA,P,7
644,Indapamide,C03BA11,C,C03,10,C03B,C03BA,I,7
645,Tropicamide,S01FA06,S,S01,11,S01F,S01FA,T,7
646,Biperiden,N04AA02,N,N04,9,N04A,N04AA,B,7
647,Ribavirin,J05AP01,J,J05,9,J05A,J05AP,R,7
648,Phenylbutazone,M01BA01,M,M01,14,M01B,M01BA,P,7
649,Fentanyl,N01AH01,N,N01,8,N01A,N01AH,F,7
650,Meloxicam,M01AC56,M,M01,9,M01A,M01AC,M,7
651,Orciprenaline,R03AB03,R,R03,13,R03A,R03AB,O,7
652,Rosoxacin,J01MB01,J,J01,9,J01M,J01MB,R,7
653,Propofol,N01AX10,N,N01,8,N01A,N01AX,P,7
654,Acetazolamide,G01AE10,G,G01,13,G01A,G01AE,A,7
655,Tadalafil,G04BE08,G,G04,9,G04B,G04BE,T,7
656,Disulfiram,P03AA04,P,P03,10,P03A,P03AA,D,7
657,Natamycin,G01AA02,G,G01,9,G01A,G01AA,N,7
658,Cinoxacin,J01MB06,J,J01,9,J01M,J01MB,C,7
659,Fosfomycin,J01XX01,J,J01,10,J01X,J01XX,F,7
660,Diazepam,N05BA01,N,N05,8,N05B,N05BA,D,7
661,Trifluoperazine,N05AB06,N,N05,15,N05A,N05AB,T,7
662,Phensuximide,N03AD02,N,N03,12,N03A,N03AD,P,7
663,Cefaclor,J01DC04,J,J01,8,J01D,J01DC,C,7
664,Mifepristone,G03XB01,G,G03,12,G03X,G03XB,M,7
665,Brompheniramine,R06AB51,R,R06,15,R06A,R06AB,B,7
666,Loperamide,A07DA03,A,A07,10,A07D,A07DA,L,7
667,Progabide,N03AG05,N,N03,9,N03A,N03AG,P,7
668,Clocortolone,D07AB21,D,D07,12,D07A,D07AB,C,7
669,Tolazamide,A10BB05,A,A10,10,A10B,A10BB,T,7
670,Dobutamine,C01CA07,C,C01,10,C01C,C01CA,D,7
671,Oxazepam,N05BA04,N,N05,8,N05B,N05BA,O,7
672,Donepezil,N06DA52,N,N06,9,N06D,N06DA,D,7
673,Nalbuphine,N02AF02,N,N02,10,N02A,N02AF,N,7
674,Clofazimine,J04BA01,J,J04,11,J04B,J04BA,C,7
675,Flurandrenolide,D07CC03,D,D07,15,D07C,D07CC,F,7
676,Cysteamine,A16AA04,A,A16,10,A16A,A16AA,C,7
677,Levamisole,P02CE01,P,P02,10,P02C,P02CE,L,7
678,Methylphenobarbital,N03AA01,N,N03,19,N03A,N03AA,M,7
679,Perphenazine,N05AB03,N,N05,12,N05A,N05AB,P,7
680,Dacarbazine,L01AX04,L,L01,11,L01A,L01AX,D,7
681,Pseudoephedrine,R01BA52,R,R01,15,R01B,R01BA,P,7
682,Temozolomide,L01AX03,L,L01,12,L01A,L01AX,T,7
683,Aminolevulinic acid,L01XD04,L,L01,19,L01X,L01XD,A,7
684,Chlorphenesin,D01AE07,D,D01,13,D01A,D01AE,C,7
685,Terbinafine,D01AE15,D,D01,11,D01A,D01AE,T,7
686,Penicillamine,M01CC01,M,M01,13,M01C,M01CC,P,7
687,Prednisolone,S01CA02,S,S01,12,S01C,S01CA,P,7
688,Diflunisal,N02BA11,N,N02,10,N02B,N02BA,D,7
689,Vardenafil,G04BE09,G,G04,10,G04B,G04BE,V,7
690,Ranitidine,A02BA07,A,A02,10,A02B,A02BA,R,7
691,Tacrolimus,D11AH01,D,D11,10,D11A,D11AH,T,7
692,Alprenolol,C07AA01,C,C07,10,C07A,C07AA,A,7
693,Ritodrine,G02CA01,G,G02,9,G02C,G02CA,R,7
694,Benzonatate,R05DB01,R,R05,11,R05D,R05DB,B,7
695,Dorzolamide,S01EC03,S,S01,11,S01E,S01EC,D,7
696,Suprofen,M01AE07,M,M01,8,M01A,M01AE,S,7
697,Terbutaline,R03CC53,R,R03,11,R03C,R03CC,T,7
698,Conivaptan,C03XA02,C,C03,10,C03X,C03XA,C,7
699,Guaifenesin,R05CA03,R,R05,11,R05C,R05CA,G,7
700,Flupentixol,N05AF01,N,N05,11,N05A,N05AF,F,7
701,Eprosartan,C09DA02,C,C09,10,C09D,C09DA,E,7
702,Sirolimus,S01XA23,S,S01,9,S01X,S01XA,S,7
703,Chlorhexidine,R02AA05,R,R02,13,R02A,R02AA,C,7
704,Emtricitabine,J05AR19,J,J05,13,J05A,J05AR,E,7
705,Chlorothiazide,C03AB04,C,C03,14,C03A,C03AB,C,7
706,Quinapril,C09AA06,C,C09,9,C09A,C09AA,Q,7
707,Clomifene,G03GB02,G,G03,9,G03G,G03GB,C,7
708,Isosorbide dinitrate,C01DA08,C,C01,20,C01D,C01DA,I,7
709,Risedronic acid,M05BB07,M,M05,15,M05B,M05BB,R,7
710,Bumetanide,G01AE10,G,G01,10,G01A,G01AE,B,7
711,Mechlorethamine,L01AA05,L,L01,15,L01A,L01AA,M,7
712,Granisetron,A04AA02,A,A04,11,A04A,A04AA,G,7
713,Dienestrol,G03CB01,G,G03,10,G03C,G03CB,D,7
714,Sulfapyridine,G01AE10,G,G01,13,G01A,G01AE,S,7
715,Oxybuprocaine,S01HA02,S,S01,13,S01H,S01HA,O,7
716,Benzylpenicilloyl polylysine,J01CR50,J,J01,28,J01C,J01CR,B,7
717,Rimexolone,H02AB12,H,H02,10,H02A,H02AB,R,7
718,Triazolam,N05CD05,N,N05,9,N05C,N05CD,T,7
719,Ethanol,V03AB16,V,V03,7,V03A,V03AB,E,7
720,Remifentanil,N01AH06,N,N01,12,N01A,N01AH,R,7
721,Didanosine,J05AF02,J,J05,10,J05A,J05AF,D,7
722,Bitolterol,R03AC17,R,R03,10,R03A,R03AC,B,7
723,Methdilazine,R06AD04,R,R06,12,R06A,R06AD,M,7
724,Etacrynic acid,C03CC01,C,C03,14,C03C,C03CC,E,7
725,Ondansetron,A04AA01,A,A04,11,A04A,A04AA,O,7
726,Bimatoprost,S01EE03,S,S01,11,S01E,S01EE,B,7
727,Tiagabine,N03AG06,N,N03,9,N03A,N03AG,T,7
728,Cocaine,S01HA01,S,S01,7,S01H,S01HA,C,7
729,Quinidine,C01BA01,C,C01,9,C01B,C01BA,Q,7
730,Zonisamide,N03AX15,N,N03,10,N03A,N03AX,Z,7
731,Paricalcitol,H05BX02,H,H05,12,H05B,H05BX,P,7
732,Tinidazole,J01RA11,J,J01,10,J01R,J01RA,T,7
733,Repaglinide,A10BD14,A,A10,11,A10B,A10BD,R,7
734,Anileridine,N01AH05,N,N01,11,N01A,N01AH,A,7
735,Phenformin,A10BA01,A,A10,10,A10B,A10BA,P,7
736,Amantadine,N04BB01,N,N04,10,N04B,N04BB,A,7
737,Metronidazole,A02BD11,A,A02,13,A02B,A02BD,M,7
738,Dinoprostone,G02AD02,G,G02,12,G02A,G02AD,D,7
739,Almotriptan,N02CC05,N,N02,11,N02C,N02CC,A,7
740,Spectinomycin,J01XX04,J,J01,13,J01X,J01XX,S,7
741,Ketotifen,S01GX08,S,S01,9,S01G,S01GX,K,7
742,Buprenorphine,N07BC01,N,N07,13,N07B,N07BC,B,7
743,Levosimendan,C01CX08,C,C01,12,C01C,C01CX,L,7
744,Ceforanide,J01DC11,J,J01,10,J01D,J01DC,C,7
745,Cyclobenzaprine,M03BX08,M,M03,15,M03B,M03BX,C,7
746,Phenoxybenzamine,C04AX02,C,C04,16,C04A,C04AX,P,7
747,Etretinate,D05BB01,D,D05,10,D05B,D05BB,E,7
748,Famotidine,A02BA53,A,A02,10,A02B,A02BA,F,7
749,Azacitidine,L01BC07,L,L01,11,L01B,L01BC,A,7
750,Misoprostol,G02AD06,G,G02,11,G02A,G02AD,M,7
751,Colesevelam,C10AC04,C,C10,11,C10A,C10AC,C,7
752,Metacycline,J01AA05,J,J01,11,J01A,J01AA,M,7
753,Tipranavir,J05AE09,J,J05,10,J05A,J05AE,T,7
754,Mesoridazine,N05AC03,N,N05,12,N05A,N05AC,M,7
755,Maprotiline,N06AA21,N,N06,11,N06A,N06AA,M,7
756,Oxymetazoline,S01GA04,S,S01,13,S01G,S01GA,O,7
757,Salicylic acid,D01AE12,D,D01,14,D01A,D01AE,S,7
758,Diethylpropion,A08AA03,A,A08,14,A08A,A08AA,D,7
759,Salmeterol,R03AK06,R,R03,10,R03A,R03AK,S,7
760,Meclofenamic acid,M01AG04,M,M01,17,M01A,M01AG,M,7
761,Methantheline,A03AB07,A,A03,13,A03A,A03AB,M,7
762,Hexafluronium,M03AC05,M,M03,13,M03A,M03AC,H,7
763,Zalcitabine,J05AF03,J,J05,11,J05A,J05AF,Z,7
764,Demecarium,S01EB04,S,S01,10,S01E,S01EB,D,7
765,Acetylsalicylic acid,B01AC06,B,B01,20,B01A,B01AC,A,7
766,Phenprocoumon,B01AA04,B,B01,13,B01A,B01AA,P,7
767,Fulvestrant,L02BA03,L,L02,11,L02B,L02BA,F,7
768,Mezlocillin,J01CR50,J,J01,11,J01C,J01CR,M,7
769,Felbamate,N03AX10,N,N03,9,N03A,N03AX,F,7
770,Fexofenadine,R06AX26,R,R06,12,R06A,R06AX,F,7
771,Isoniazid,J04AM04,J,J04,9,J04A,J04AM,I,7
772,Naratriptan,N02CC02,N,N02,11,N02C,N02CC,N,7
773,Rizatriptan,N02CC04,N,N02,11,N02C,N02CC,R,7
774,Dirithromycin,J01FA13,J,J01,13,J01F,J01FA,D,7
775,Netilmicin,S01AA23,S,S01,10,S01A,S01AA,N,7
776,Hydrocodone,R05DA03,R,R05,11,R05D,R05DA,H,7
777,Norgestimate,G03AA11,G,G03,12,G03A,G03AA,N,7
778,Carboplatin,L01XA02,L,L01,11,L01X,L01XA,C,7
779,Methylprednisolone,D10AA02,D,D10,18,D10A,D10AA,M,7
780,Pindolol,C07CA03,C,C07,8,C07C,C07CA,P,7
781,Mepivacaine,N01BB53,N,N01,11,N01B,N01BB,M,7
782,Zaleplon,N05CF03,N,N05,8,N05C,N05CF,Z,7
783,Bromfenac,S01BC11,S,S01,9,S01B,S01BC,B,7
784,Apraclonidine,S01EA03,S,S01,13,S01E,S01EA,A,7
